FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.85967349,85967349,telephone_office,Orange,,Orange,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-12-03T10:53:08Z,POINT (36810.12177419611 5863887.890015857),"SRID=3857;POLYGON((36804.906455984354 5863891.934373626,36805.57437292912 5863883.101496204,36815.33709227169 5863883.845657696,36814.669175326926 5863892.678535865,36804.906455984354 5863891.934373626))",way
telecom_exchange_point.85968341,85968341,,Orange,,NRA DSLAM RAC59,,,,59486RAC,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-06-22T16:01:31Z,POINT (348754.9388946264 6518455.799614436),"SRID=3857;POLYGON((348749.12576720334 6518448.2032284895,348759.734514676 6518447.329755081,348760.74752204213 6518463.349272022,348750.1721704168 6518464.327564138,348749.12576720334 6518448.2032284895))",way
telecom_exchange_point.85995411,85995411,,,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2023-08-23T13:46:44Z,POINT (641889.7854614 5432525.601211217),"SRID=3857;POLYGON((641881.6869682487 5432530.843996111,641882.8446909529 5432518.893530338,641897.8839541591 5432520.358425312,641896.7262314548 5432532.308892984,641881.6869682487 5432530.843996111))",way
telecom_exchange_point.86003194,86003194,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,4,2020-02-11T21:06:10Z,POINT (747547.6623734112 6293152.017598734),"SRID=3857;POLYGON((747529.1268790816 6293164.470411352,747535.9062360709 6293132.994722138,747566.1628736686 6293139.3204590045,747563.713844871 6293150.832632081,747561.5097189534 6293160.899419638,747559.3055930355 6293171.25529978,747529.1268790816 6293164.470411352))",way
telecom_exchange_point.86081755,86081755,,Orange,,Central Téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2020-02-19T21:21:24Z,POINT (557002.8962493909 5401550.115212579),"SRID=3857;POLYGON((556991.2132692018 5401534.4856290165,557007.2210119779 5401531.089237011,557014.5792303194 5401565.74478865,556998.5714875433 5401569.14119338,556991.2132692018 5401534.4856290165))",way
telecom_exchange_point.86228331,86228331,,Orange,,Central téléphonique,,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2022-08-14T12:54:56Z,POINT (-159254.19926046382 5888466.489183458),"SRID=3857;POLYGON((-159278.5990947949 5888493.95254135,-159255.66727969144 5888427.763614235,-159226.05629514044 5888437.983930658,-159229.76323418386 5888448.658496081,-159230.95435273534 5888452.097720535,-159244.42401112133 5888447.87980394,-159259.00686441525 5888490.54574614,-159255.66727969144 5888491.843572733,-159256.5578356178 5888494.276998107,-159251.10318056893 5888496.385967311,-159250.1013051518 5888493.628084608,-159232.8467840788 5888499.792764789,-159236.07504931182 5888508.715335889,-159253.88616783876 5888502.550649433,-159256.6691551086 5888501.577278284,-159278.5990947949 5888493.95254135))",way
telecom_exchange_point.86271569,86271569,telephone_office,Orange,,,Orange,,,85164NDM,,,exchange,copper,,,,ANFR Opendata,4,2020-02-05T20:49:44Z,POINT (-238363.11012987694 5914255.494895545),"SRID=3857;POLYGON((-238368.65940656734 5914262.613297572,-238367.41262827048 5914247.562961773,-238357.56085333528 5914248.376492778,-238358.80763163214 5914263.426829973,-238368.65940656734 5914262.613297572))",way
telecom_exchange_point.86280977,86280977,,Orange,,Central téléphonique,,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2020-01-26T22:00:23Z,POINT (-161429.62561542031 5895996.736887932),"SRID=3857;POLYGON((-161434.18971451581 5895991.784685064,-161425.50679423395 5895991.459950646,-161425.06151627077 5896001.689090602,-161433.74443655263 5896002.0138254035,-161434.18971451581 5895991.784685064))",way
telecom_exchange_point.86358628,86358628,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2023-06-11T21:15:27Z,POINT (433179.67853269214 5628421.110971868),"SRID=3857;POLYGON((433147.53392109665 5628399.197784079,433157.67512670794 5628384.2148234965,433179.60506639426 5628399.0087244855,433178.2247047083 5628401.182910062,433185.74990228604 5628406.397806595,433188.7555285374 5628402.317267966,433206.37740392995 5628414.180769569,433205.3643965638 5628416.13438886,433216.10672742536 5628423.50773,433208.61492569494 5628434.42595777,433184.92613805406 5628418.970288586,433179.8388373248 5628426.1545718815,433208.73737713485 5628445.533259331,433199.7984220242 5628458.956569697,433148.8029632917 5628424.390010543,433157.5749391662 5628411.155811499,433164.6214629334 5628415.850798938,433166.85898469837 5628412.353190616,433147.53392109665 5628399.197784079))",way
telecom_exchange_point.86601742,86601742,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,7,2022-06-10T11:16:45Z,POINT (445419.92875667114 6316990.970847421),"SRID=3857;POLYGON((445406.16983064095 6317018.436536764,445408.32942876226 6316997.120412857,445406.73756004404 6316996.966936963,445407.62811597023 6316988.133551191,445409.1420610451 6316988.287026926,445410.6226102726 6316973.740950214,445416.3555640485 6316974.32074646,445417.268383873 6316965.333909129,445427.0644990628 6316966.340025165,445439.85510855494 6316967.63603922,445438.46361492004 6316981.346515914,445427.66562431306 6316980.238081021,445423.61359484826 6317020.2100407025,445406.16983064095 6317018.436536764))",way
telecom_exchange_point.86631520,86631520,telephone_office,Orange,,,,,,86068CNY,,,exchange,copper,,,,ANFR Opendata,3,2022-02-07T17:41:24Z,POINT (18015.79610860981 5813445.873740149),"SRID=3857;POLYGON((18009.979665276875 5813440.026804971,18020.944635120013 5813439.431656569,18021.612552064773 5813451.720674897,18010.647582221634 5813452.315824124,18009.979665276875 5813440.026804971))",way
telecom_exchange_point.86635217,86635217,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 1983,11,2023-10-30T10:17:50Z,POINT (227699.07220569305 6262796.15370627),"SRID=3857;POLYGON((227672.81556437173 6262799.5759469485,227693.14250339058 6262766.756023628,227705.78839754467 6262777.752462846,227710.27457302366 6262782.36114424,227723.8332870023 6262794.696156798,227726.38250334148 6262797.034389229,227701.56938884364 6262825.110172565,227691.21667619987 6262815.960540724,227690.62668289864 6262815.43528438,227694.18890660402 6262812.063478313,227691.46157907962 6262809.8777354015,227694.044191266 6262806.404269142,227690.72687044035 6262803.879653099,227684.69335403937 6262810.148835266,227677.22381620717 6262803.489947335,227672.81556437173 6262799.5759469485))",way
telecom_exchange_point.86648579,86648579,,Orange,,Central téléphonique,,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-08-10T08:21:51Z,POINT (-217060.1916546784 5896067.7768206205),"SRID=3857;POLYGON((-217069.55614266888 5896062.739444092,-217057.31099868164 5896057.543652766,-217050.96578770637 5896072.968667271,-217062.87697322125 5896078.002098933,-217069.55614266888 5896062.739444092))",way
telecom_exchange_point.86718253,86718253,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2020-02-22T22:53:23Z,POINT (799011.7586647035 5428154.609462297),"SRID=3857;POLYGON((799005.2409088275 5428153.368743429,799016.4285176522 5428149.916311333,799018.2764211993 5428155.8501798,799007.0888123746 5428159.30261412,799005.2409088275 5428153.368743429))",way
telecom_exchange_point.86875232,86875232,telephone_office,Orange,,,,,,86193PLE,,,exchange,copper,,,,ANFR Opendata,3,2022-02-07T17:41:24Z,POINT (85273.49680120876 5899216.8435093025),"SRID=3857;POLYGON((85264.0285143018 5899218.842797527,85269.72807223041 5899208.463716037,85283.16433476916 5899215.837897865,85278.37759666506 5899224.560231082,85272.2661566205 5899221.2142325835,85271.35333679599 5899222.870988961,85264.0285143018 5899218.842797527))",way
telecom_exchange_point.86898001,86898001,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,6,2022-03-27T09:19:05Z,POINT (787506.4457073312 6293537.810341184),"SRID=3857;POLYGON((787471.951669343 6293560.638815083,787511.3365051857 6293496.732295928,787540.9363577877 6293514.97910527,787501.5626538942 6293578.885762633,787471.951669343 6293560.638815083))",way
telecom_exchange_point.86963674,86963674,,Orange,,Central téléphonique,,,,74245SMB,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,5,2021-06-08T13:57:32Z,POINT (685530.5045867725 5774853.803469706),"SRID=3857;POLYGON((685520.2409292031 5774857.190669275,685527.1761334797 5774843.513741665,685540.7682433055 5774850.416263388,685533.8330390292 5774864.093201637,685520.2409292031 5774857.190669275))",way
telecom_exchange_point.86986099,86986099,,Orange,,Orange,,,,74282AVI,,,exchange,copper,,NRA,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,4,2023-07-01T16:04:50Z,POINT (692699.5695420287 5776817.199449479),"SRID=3857;POLYGON((692695.1605970984 5776818.991197788,692701.1161898558 5776812.679835303,692702.9195656067 5776814.634114576,692703.9771007693 5776815.739403866,692697.8322648774 5776821.618263701,692695.1605970984 5776818.991197788))",way
telecom_exchange_point.87003347,87003347,,Orange,,Orange,,,,74282THG,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,5,2025-02-20T09:30:03Z,POINT (695863.8121325544 5779729.687369824),"SRID=3857;POLYGON((695857.7361985862 5779725.242062696,695867.2874108963 5779722.950639225,695869.8700230827 5779734.215474997,695860.3188107726 5779736.362685716,695857.7361985862 5779725.242062696))",way
telecom_exchange_point.87005926,87005926,,Orange,,,,,,74282PDG,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,3,2020-05-20T22:29:43Z,POINT (703630.4341125075 5773915.534093143),"SRID=3857;POLYGON((703625.0536686869 5773914.701105323,703630.397004245 5773910.089233248,703635.8182634466 5773916.3665041635,703630.4637959395 5773920.978379504,703625.0536686869 5773914.701105323))",way
telecom_exchange_point.87063947,87063947,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2023,5,2023-10-10T13:55:42Z,POINT (662305.3749664656 5758445.531199037),"SRID=3857;POLYGON((662286.2490680305 5758457.268902521,662290.6461879169 5758454.53536565,662286.2824638778 5758447.533678559,662317.2070184201 5758428.255089181,662325.9567303965 5758442.290409645,662294.9208563634 5758461.648957501,662293.473702983 5758459.315059324,662289.1879025875 5758461.984655235,662286.2490680305 5758457.268902521))",way
telecom_exchange_point.87682868,87682868,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2020-02-16T21:26:13Z,POINT (37689.49565807436 5878576.011790889),"SRID=3857;POLYGON((37681.41386259244 5878575.9388684975,37686.323052136424 5878568.565821026,37697.57745265562 5878576.084709061,37692.668263111635 5878583.4577628495,37681.41386259244 5878575.9388684975))",way
telecom_exchange_point.87690184,87690184,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,3,2020-02-16T21:26:13Z,POINT (33653.06568693118 5823867.796364662),"SRID=3857;POLYGON((33643.499709149866 5823866.165024753,33661.74497369088 5823864.023180558,33662.301571144846 5823869.418052276,33658.360861170775 5823870.0461121835,33644.57950821056 5823871.479377267,33643.499709149866 5823866.165024753))",way
telecom_exchange_point.87718727,87718727,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 1983,6,2021-04-07T08:51:56Z,POINT (229412.28004027042 6266493.509243993),"SRID=3857;POLYGON((229393.00225975298 6266527.558351294,229403.8002503599 6266461.432018464,229420.85439634943 6266464.211992312,229418.81724966786 6266476.586277222,229427.37771850993 6266478.230532881,229427.91205206575 6266475.501407683,229439.7675778352 6266477.722000169,229435.71554837035 6266498.826133421,229423.89341844805 6266496.55468201,229424.7839743744 6266491.9439765485,229416.54633205573 6266490.3844738,229410.0341418443 6266530.372249265,229393.00225975298 6266527.558351294))",way
telecom_exchange_point.87782771,87782771,telephone_office,Orange,,,,,,84118SAT,,,exchange,copper,,,,ANFR Opendata,4,2018-07-01T17:36:53Z,POINT (599248.1532001587 5456311.215377427),"SRID=3857;POLYGON((599239.598297181 5456315.62143631,599239.9990473478 5456306.08270528,599256.7081029158 5456306.809318153,599256.307352749 5456316.348049941,599239.598297181 5456315.62143631))",way
telecom_exchange_point.87861901,87861901,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,5,2020-02-09T21:47:00Z,POINT (447150.7417838337 6322173.168328092),"SRID=3857;POLYGON((447120.45659301005 6322165.353286465,447129.69611074595 6322149.108992158,447170.828662594 6322172.451643404,447168.39076574566 6322176.666295666,447179.58950651943 6322182.9285561675,447170.5614958161 6322198.848710794,447155.5890243045 6322190.470576364,447157.9378655601 6322186.955516337,447120.45659301005 6322165.353286465))",way
telecom_exchange_point.87881420,87881420,,Orange,,,Orange,,,35085COM,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,3,2019-02-03T21:41:04Z,POINT (-195177.85796086933 6175531.704838988),"SRID=3857;POLYGON((-195189.75475504727 6175545.723339135,-195182.68596738193 6175513.959969784,-195165.96577986475 6175517.683019627,-195173.02343558104 6175549.446402847,-195189.75475504727 6175545.723339135))",way
telecom_exchange_point.88048349,88048349,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-16T21:26:13Z,POINT (41078.87915540961 5853695.72405284),"SRID=3857;POLYGON((41070.9921697059 5853691.587426489,41085.68634249061 5853689.987716602,41086.766141551314 5853699.860678223,41072.071968766606 5853701.460389907,41070.9921697059 5853691.587426489))",way
telecom_exchange_point.88052973,88052973,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,4,2020-02-11T21:06:10Z,POINT (743894.908736727 6308044.453131711),"SRID=3857;POLYGON((743862.0179494714 6308044.600738986,743880.0405750308 6308015.113617584,743927.7966365813 6308044.294113275,743909.7740110218 6308073.79837161,743862.0179494714 6308044.600738986))",way
telecom_exchange_point.88059695,88059695,,Orange,,Orange,Orange,,,73215ROC,,,exchange,copper,,,,ANFR Opendata,5,2023-09-25T21:36:14Z,POINT (680981.4843481949 5693720.554801018),"SRID=3857;POLYGON((680974.8434811323 5693729.810560515,680977.4149613696 5693709.909612358,680988.123896384 5693711.290298719,680985.5524161466 5693731.207119942,680974.8434811323 5693729.810560515))",way
telecom_exchange_point.88127529,88127529,telephone_office,Orange,,Central téléphonique de Poitiers Patinoire,Orange,,,86194PAT,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,9,2024-12-01T13:05:18Z,POINT (41161.204216184626 5872030.732502273),"SRID=3857;POLYGON((41152.36671747579 5872016.974224552,41162.60811062877 5872014.545364018,41170.06651651192 5872044.33943301,41167.84012669606 5872044.82520671,41159.82512335894 5872047.092151005,41152.36671747579 5872016.974224552))",way
telecom_exchange_point.88179456,88179456,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-22T22:53:23Z,POINT (787273.5646373045 5398928.560176412),"SRID=3857;POLYGON((787259.3314419279 5398939.790368589,787276.1295530887 5398910.614210189,787287.7958357238 5398917.328252183,787277.4876508763 5398935.242630634,787270.997724563 5398946.5044317525,787259.3314419279 5398939.790368589))",way
telecom_exchange_point.88313681,88313681,,Orange,,,Orange,,,74143HOU,,,exchange,copper,,,,ANFR Opendata,3,2020-02-17T20:13:27Z,POINT (756651.777780297 5762786.6717670765),"SRID=3857;POLYGON((756642.3192567711 5762785.864250113,756656.1228736294 5762778.235407395,756661.232438257 5762787.479582433,756647.4399533477 5762795.108433092,756642.3192567711 5762785.864250113))",way
telecom_exchange_point.88401062,88401062,telephone_office,Orange,,,,,,84102ROU,,,exchange,copper,,,,ANFR Opendata,2,2018-07-01T15:47:00Z,POINT (589481.9392647821 5450159.095035886),"SRID=3857;POLYGON((589475.9327389391 5450155.028668332,589484.7381106609 5450152.402252163,589487.9441119957 5450163.170563218,589479.1387402739 5450165.781532934,589475.9327389391 5450155.028668332))",way
telecom_exchange_point.88461593,88461593,telephone_office,Orange,,Orange,,,,84036GAD,,,exchange,copper,,,,ANFR Opendata,3,2024-01-19T09:49:32Z,POINT (549594.1054635514 5454370.118456497),"SRID=3857;POLYGON((549585.1275467253 5454352.629321622,549601.491511872 5454351.902863196,549603.0833805903 5454387.607589904,549586.7194154437 5454388.334051151,549585.1275467253 5454352.629321622))",way
telecom_exchange_point.88754059,88754059,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,6,2022-09-18T20:47:37Z,POINT (687798.9790420211 6334080.484448243),"SRID=3857;POLYGON((687778.3456679956 6334052.023129107,687812.620939211 6334047.870872159,687819.778782469 6334108.873371877,687785.1250249849 6334112.957308535,687778.3456679956 6334052.023129107))",way
telecom_exchange_point.88864191,88864191,telephone_office,Orange,,Orange,,,,86037BLC,,,exchange,copper,,,,ANFR Opendata,4,2024-09-26T13:25:42Z,POINT (120985.77406117358 5843996.610042473),"SRID=3857;POLYGON((120979.33979440159 5844000.45157661,120981.17656599967 5843990.686331779,120992.20832753729 5843992.768507041,120990.37155593921 5844002.533754182,120979.33979440159 5844000.45157661))",way
telecom_exchange_point.88877533,88877533,,Orange,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,5,2019-10-12T19:23:49Z,POINT (461008.2561619254 6196004.379365859),"SRID=3857;POLYGON((460998.27902393887 6196027.069296674,461000.2827747731 6195991.598332516,460999.2808993559 6195991.598332516,460999.94881630066 6195981.007504579,461018.42785177234 6195982.184262586,461015.8675034842 6196028.077951846,460998.27902393887 6196027.069296674))",way
telecom_exchange_point.88906143,88906143,,Orange,,,,,,10081C3L,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,3,2018-12-25T19:07:52Z,POINT (449750.5815027059 6159647.426483936),"SRID=3857;POLYGON((449744.98056769767 6159644.004599691,449749.1661805515 6159641.024998843,449756.1793084714 6159650.850989855,449752.00482756674 6159653.8305941345,449744.98056769767 6159644.004599691))",way
telecom_exchange_point.88992138,88992138,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,7,2022-09-18T20:47:37Z,POINT (686867.8750542297 6337801.929502945),"SRID=3857;POLYGON((686826.7866606949 6337791.9034528835,686887.2554080937 6337764.226554547,686909.0295004928 6337812.007297831,686883.9492192172 6337823.529421123,686869.9340953262 6337829.957200028,686867.1845039037 6337824.076465939,686861.740980804 6337826.606548705,686865.6705588289 6337835.359273339,686865.8264061159 6337835.940509278,686865.8486700143 6337836.3507935,686865.6037671345 6337836.761077738,686864.9581140878 6337837.188457177,686865.392260102 6337838.162882373,686863.9785025688 6337838.932165504,686863.5332246057 6337837.940645039,686862.6204047811 6337837.991930578,686861.8077724983 6337837.718407708,686860.360619118 6337834.572895363,686848.5830169921 6337839.974971638,686826.7866606949 6337791.9034528835))",way
telecom_exchange_point.89056262,89056262,telephone_office,Orange,,Orange,Orange,,,545474BR,,,exchange,copper,,,,ANFR Opendata,5,2022-08-31T11:06:01Z,POINT (683973.278493506 6215816.053097226),"SRID=3857;POLYGON((683957.5267854981 6215822.12754265,683973.0669864129 6215799.177743414,683989.0302013926 6215809.978632398,683973.490000478 6215832.9284608085,683957.5267854981 6215822.12754265))",way
telecom_exchange_point.89106208,89106208,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-18T20:21:20Z,POINT (145406.6042394232 5439904.722358366),"SRID=3857;POLYGON((145401.36665716735 5439904.537169852,145404.07172079364 5439900.138961999,145411.84182125103 5439904.907545345,145409.13675762468 5439909.305755477,145401.36665716735 5439904.537169852))",way
telecom_exchange_point.89218136,89218136,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2024-08-06T07:39:56Z,POINT (-801.2988622585898 5859250.404151252),"SRID=3857;POLYGON((-806.0755647831733 5859251.803240038,-803.8937027636251 5859246.079449933,-797.8156585663124 5859248.440108676,-796.4909566258724 5859248.941344521,-798.7952700852932 5859254.778318848,-806.0755647831733 5859251.803240038))",way
telecom_exchange_point.89442069,89442069,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-16T21:26:13Z,POINT (-57831.25614527488 5771641.386237141),"SRID=3857;POLYGON((-57859.91947242044 5771648.799182371,-57821.04670623544 5771619.582147795,-57803.49162253733 5771642.923749063,-57816.13751669145 5771652.433307919,-57823.38441554209 5771642.795674265,-57849.600155623906 5771662.519214811,-57859.91947242044 5771648.799182371))",way
telecom_exchange_point.89498198,89498198,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,7,2020-12-13T18:33:58Z,POINT (268690.51889671903 6339495.712753337),"SRID=3857;POLYGON((268680.990145423 6339467.679548056,268699.1352224223 6339467.388873646,268699.31333360757 6339478.43450837,268700.0480422468 6339523.7457005875,268681.9029652475 6339524.036376951,268680.990145423 6339467.679548056))",way
telecom_exchange_point.89777236,89777236,telephone_office,Orange,,Central téléphonique - BOG44 - France télécom,Orange,,,,,,exchange,copper,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,6,2022-12-18T09:10:24Z,POINT (-179798.43974082454 5970874.813811923),"SRID=3857;POLYGON((-179830.08065852572 5970863.448477192,-179772.28357890586 5970853.851797855,-179766.91797944962 5970886.326610411,-179824.6037395787 5970895.677675747,-179830.08065852572 5970863.448477192))",way
telecom_exchange_point.89841933,89841933,,Orange,,,Orange,,,29078HAN,,,exchange,copper,,,,CCLD/DGFiP dec2010,3,2019-01-29T18:14:23Z,POINT (-462539.8955153883 6161970.001873389),"SRID=3857;POLYGON((-462544.99655681686 6161975.660085925,-462543.88336190884 6161963.520763574,-462534.79969146015 6161964.341213784,-462535.901754419 6161976.480537299,-462544.99655681686 6161975.660085925))",way
telecom_exchange_point.89862404,89862404,telephone_office,Orange,,Orange,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-09-26T13:00:10Z,POINT (-394680.85012645094 6086331.592858763),"SRID=3857;POLYGON((-394694.1639176492 6086341.837253463,-394692.2714863057 6086341.505318253,-394692.4941252873 6086340.675480288,-394690.8243329254 6086340.509512706,-394690.60169394384 6086341.339350655,-394686.37155329366 6086340.675480288,-394691.93752783333 6086308.975729978,-394675.12828472356 6086305.822358065,-394667.6698788404 6086350.301605606,-394691.93752783333 6086354.450800879,-394694.1639176492 6086341.837253463))",way
telecom_exchange_point.90008935,90008935,telephone_office,Orange,,Orange,Orange,,,62447HES,,,exchange,copper,,,,ANFR Opendata,5,2023-07-24T17:08:06Z,POINT (226548.57776365936 6511154.062572056),"SRID=3857;POLYGON((226536.94487616443 6511162.257261209,226541.73161426853 6511141.574177555,226560.2106497402 6511145.867876749,226555.42391163608 6511166.55097113,226536.94487616443 6511162.257261209))",way
telecom_exchange_point.90191124,90191124,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2021-01-02T21:08:16Z,POINT (-232191.5570821151 6086385.898549528),"SRID=3857;POLYGON((-232195.24780149202 6086387.99296896,-232193.81178006082 6086382.316848191,-232187.85618730338 6086383.827160663,-232189.3033406837 6086389.470088721,-232189.94899373027 6086389.304120195,-232193.978759297 6086388.308309114,-232195.24780149202 6086387.99296896))",way
telecom_exchange_point.90412625,90412625,,Orange,,NRA,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,3,2020-08-10T10:52:45Z,POINT (706549.0012205786 5966345.845286748),"SRID=3857;POLYGON((706541.4684801835 5966346.171843498,706547.9250106496 5966338.478843624,706556.4966114407 5966345.517119838,706550.1514004654 5966353.210125936,706541.4684801835 5966346.171843498))",way
telecom_exchange_point.90485067,90485067,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,survey,4,2025-02-19T23:10:17Z,POINT (2478.6465388258557 5856484.265641917),"SRID=3857;POLYGON((2473.597009070094 5856490.329323811,2473.808516102601 5856477.964003906,2483.5155756997747 5856477.980167711,2483.582367394251 5856490.668764209,2473.597009070094 5856490.329323811))",way
telecom_exchange_point.90631527,90631527,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,3,2020-02-16T21:26:13Z,POINT (86457.45694522175 5873431.859167996),"SRID=3857;POLYGON((86455.23612138246 5873428.304362249,86459.59984542156 5873428.255777226,86459.67776906512 5873435.413973724,86455.31404502601 5873435.462558786,86455.23612138246 5873428.304362249))",way
telecom_exchange_point.90705364,90705364,,Orange,,,Orange,,,37056NAU,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2020,2,2020-07-26T19:15:27Z,POINT (45544.159966320636 5993496.488315368),"SRID=3857;POLYGON((45538.83332854118 5993497.547361376,45539.37879404606 5993493.902272474,45549.48660381009 5993495.429268988,45548.94113830521 5993499.074358533,45538.83332854118 5993497.547361376))",way
