FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.42585494,42585494,,Orange,,Brest Baron Lacrosse,,,,29061BT4,,,exchange,copper,,,,BMO 2009,4,2023-09-16T20:56:14Z,POINT (-496293.507026097 6178142.983034388),"SRID=3857;POLYGON((-496297.6784225367 6178140.422087403,-496294.63940043806 6178138.2077008765,-496289.32946072734 6178145.538664533,-496292.3907467241 6178147.753052965,-496297.6784225367 6178140.422087403))",way
telecom_exchange_point.42603601,42603601,telephone_office,Orange,,,Orange,,,29075GPV,,,exchange,copper,,,,BMO2009,5,2020-01-16T00:44:49Z,POINT (-490261.1060901721 6179063.819956503),"SRID=3857;POLYGON((-490270.7410034472 6179063.334520702,-490266.55539059336 6179055.9692128645,-490251.51612738724 6179064.123062007,-490255.7573999864 6179071.756816731,-490270.7410034472 6179063.334520702))",way
telecom_exchange_point.42622737,42622737,,Orange,,Brest Technopole,,,,29212BTP,,,exchange,copper,,,,"Brest Metropole Oceane, 2009",2,2020-01-16T00:44:49Z,POINT (-508736.9742760846 6167403.267708414),"SRID=3857;POLYGON((-508739.56847782485 6167399.075536713,-508735.9060665778 6167398.472373074,-508734.3809895539 6167407.469568469,-508738.043400801 6167408.055978183,-508739.56847782485 6167399.075536713))",way
telecom_exchange_point.42622870,42622870,,Orange,,Plouzane Coatuelen,,,,29212COA,,,exchange,copper,,,,"Brest Metropole Oceane, 2009",3,2020-01-16T00:44:49Z,POINT (-508406.00726487295 6169268.083928505),"SRID=3857;POLYGON((-508413.2131266662 6169272.405892538,-508411.9552164203 6169262.0660741795,-508398.7749887103 6169263.84244403,-508400.0217670072 6169274.0314404825,-508413.2131266662 6169272.405892538))",way
telecom_exchange_point.42631290,42631290,,Orange,,Le Relecq Kerhuon,,,,29235RKE,,,exchange,copper,,,,"Brest Metropole Oceane, 2009",6,2023-07-10T18:46:34Z,POINT (-489914.7174589814 6174035.303002552),"SRID=3857;POLYGON((-489936.0700863264 6174035.735756898,-489928.8454513738 6174019.320307431,-489893.3122699126 6174034.981215624,-489900.5480368142 6174051.229019085,-489936.0700863264 6174035.735756898))",way
telecom_exchange_point.42961648,42961648,telephone_office,Orange,,,,,,29177PRZ,,,exchange,copper,,,,survey,5,2018-07-02T18:52:44Z,POINT (-527026.0490605778 6179453.7301142765),"SRID=3857;POLYGON((-527034.5260395325 6179447.564107906,-527023.5276738422 6179443.55411187,-527017.5720810847 6179459.896115912,-527028.5704467751 6179463.90611964,-527034.5260395325 6179447.564107906))",way
telecom_exchange_point.43927931,43927931,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,4,2020-02-16T21:26:13Z,POINT (35087.10595494119 5870555.860385405),"SRID=3857;POLYGON((35071.884623314676 5870557.997717452,35097.009432386716 5870544.106951757,35102.33050404664 5870553.723633363,35077.194563025514 5870567.614414266,35071.884623314676 5870557.997717452))",way
telecom_exchange_point.44327263,44327263,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,4,2020-02-19T21:21:24Z,POINT (486358.54493016866 5439236.429577038),"SRID=3857;POLYGON((486305.9637554558 5439253.6869802885,486307.73373535945 5439251.6037656395,486328.717459374 5439249.613138751,486328.52821623965 5439248.1317422725,486331.110828426 5439247.915705307,486329.9753696199 5439238.564395766,486340.35034616187 5439220.833968597,486348.1427105174 5439204.939881003,486350.057405759 5439200.094504412,486357.9722215545 5439203.7671144605,486352.10568438965 5439215.186163456,486355.5454566552 5439216.929884345,486354.6549007288 5439236.373166191,486345.88292485435 5439237.098432261,486346.6510293408 5439245.693611088,486351.01475337986 5439245.184381241,486351.3264479541 5439247.576218655,486368.4028578418 5439246.033097672,486380.1136682732 5439224.383137536,486372.644130441 5439220.278446627,486391.2901451489 5439187.101500797,486404.41471311345 5439193.952916097,486389.8207278704 5439220.278446627,486398.5036481523 5439224.923228581,486386.7483099245 5439246.650346033,486383.62023223314 5439252.421620222,486368.00210767484 5439262.066137304,486306.8097835859 5439267.48250252,486305.9637554558 5439253.6869802885))",way
telecom_exchange_point.44372487,44372487,telephone_office,Orange,,NRA Chantepie Rives Du Blosne,Orange,,,35055C5E,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,3,2020-02-05T20:49:44Z,POINT (-179374.07984790255 6121239.217196831),"SRID=3857;POLYGON((-179379.33690835466 6121230.339772461,-179368.93966791462 6121230.13980033,-179368.44986215507 6121245.587661136,-179378.71351920624 6121250.5703104185,-179379.0029498823 6121239.888447113,-179379.33690835466 6121230.339772461))",way
telecom_exchange_point.45403430,45403430,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,6,2020-02-16T21:26:13Z,POINT (-42422.19103326241 5837770.208308834),"SRID=3857;POLYGON((-42429.70221458321 5837767.326898491,-42420.10647447682 5837762.439662869,-42414.68521527519 5837773.101259581,-42424.26982343249 5837777.972371598,-42429.70221458321 5837767.326898491))",way
telecom_exchange_point.46042487,46042487,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,Direction Générale des Finances Publiques - Cadastre ; mise à jour : 2009,5,2024-07-08T13:07:50Z,POINT (866171.9016429071 6208414.146032014),"SRID=3857;POLYGON((866147.8700795174 6208431.250838522,866181.9004478529 6208384.01069957,866196.2829260634 6208394.381284922,866177.5033279666 6208420.442487064,866178.7167104161 6208421.31792935,866177.5144599157 6208422.984637027,866176.278813568 6208422.092359139,866170.0003942872 6208430.796281406,866174.0746876501 6208433.7256499,866167.1617472719 6208443.321864098,866163.2433011959 6208440.493505106,866162.3750091678 6208441.705658843,866155.3396173497 6208436.638183941,866147.8700795174 6208431.250838522))",way
telecom_exchange_point.46593398,46593398,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,V2-cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,4,2020-02-19T21:21:24Z,POINT (483192.9789167592 5439513.292163111),"SRID=3857;POLYGON((483151.45881705056 5439502.611376072,483169.0806924431 5439477.6893136995,483234.50315718225 5439523.984220123,483216.8812817897 5439548.890976061,483151.45881705056 5439502.611376072))",way
telecom_exchange_point.46806309,46806309,,Orange,,,Orange,,,35173MLE,,,exchange,copper,,,,cadastre-dgi-fr source : DGFiP - 20091221,3,2019-02-03T21:41:03Z,POINT (-188803.15230394472 6142876.823147907),"SRID=3857;POLYGON((-188811.28151598162 6142881.6519477265,-188810.73605047676 6142871.160249273,-188795.01773837674 6142871.995575112,-188795.5743358307 6142882.487274589,-188811.28151598162 6142881.6519477265))",way
telecom_exchange_point.47036270,47036270,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,5,2024-09-26T13:14:15Z,POINT (-92145.17657898247 5848469.176421153),"SRID=3857;POLYGON((-92152.08898637179 5848467.790240847,-92144.541524896 5848462.1380577,-92138.20744586986 5848470.551737359,-92145.92188658185 5848476.203925903,-92152.08898637179 5848467.790240847))",way
telecom_exchange_point.47401448,47401448,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,fibre,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,11,2023-06-10T23:11:43Z,POINT (559852.1796406314 5994268.477294128),"SRID=3857;POLYGON((559794.6944572887 5994269.437642186,559797.5776321003 5994268.40313288,559797.967250318 5994269.486904537,559808.8320326194 5994265.545917338,559808.4424144017 5994264.462146174,559815.7561049468 5994261.8019811595,559816.2347787571 5994263.132063563,559885.5979534705 5994237.926215636,559885.2083352527 5994236.842447916,559894.4589849375 5994233.49262129,559894.8263392573 5994234.494285,559895.6723673872 5994234.182291374,559901.4832448066 5994250.192505121,559907.0714832445 5994265.562338116,559906.1252675728 5994265.907174424,559906.5371496887 5994267.056628888,559905.023204614 5994267.598514613,559906.7041289249 5994272.229175854,559895.0155823916 5994276.482161221,559893.5684290114 5994272.491908476,559894.4144571413 5994272.179913482,559893.9691791781 5994270.948354412,559827.7897419016 5994295.0048399605,559828.279547661 5994296.351348291,559807.4294070355 5994303.937777176,559806.2271565349 5994300.637187168,559807.3180875446 5994300.243086955,559798.802146499 5994276.794156369,559797.5442362529 5994277.253938713,559794.6944572887 5994269.437642186))",way
telecom_exchange_point.47800611,47800611,,Orange,,,Orange,,,73206PRA,,,exchange,copper,,,,ANFR Opendata,3,2020-02-17T20:13:27Z,POINT (747881.2693897968 5680737.243329806),"SRID=3857;POLYGON((747870.9667714096 5680735.119830358,747884.1247352214 5680727.11710874,747891.5720091554 5680739.366822162,747878.4140453438 5680747.369554719,747870.9667714096 5680735.119830358))",way
telecom_exchange_point.48609022,48609022,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,Direction Générale des Finances Publiques - Cadastre ; mise à jour : 2010,6,2022-06-12T20:23:27Z,POINT (867175.2891440796 6243218.842917882),"SRID=3857;POLYGON((867160.432167773 6243239.621606444,867171.5418529542 6243193.387578472,867188.8075059763 6243197.546094978,867184.2211429556 6243216.614440704,867189.219388092 6243217.814666029,867186.7258314984 6243228.210991088,867181.8055100053 6243227.027668892,867180.0577939998 6243234.2966506975,867177.7757444385 6243243.797050271,867160.432167773 6243239.621606444))",way
telecom_exchange_point.48757171,48757171,,Orange,,Orange,,,,67180BAR,,,exchange,,,,,Direction Générale des Finances Publiques - Cadastre ; mise à jour : 2010,3,2022-06-12T20:23:27Z,POINT (867036.7518256688 6243789.374210108),"SRID=3857;POLYGON((867024.3774861256 6243805.03261202,867031.746836416 6243773.435815649,867034.2292610606 6243773.858457946,867049.2128645213 6243776.9014831185,867042.8565215971 6243802.496749212,867036.2664077422 6243803.358942484,867024.3774861256 6243805.03261202))",way
telecom_exchange_point.49539252,49539252,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,Direction general des finances publiques cadastre 2010,6,2021-01-02T21:08:13Z,POINT (-178992.62430423222 6150620.617228634),"SRID=3857;POLYGON((-179001.38497321337 6150614.543212109,-178990.2752880322 6150610.045088849,-178983.74083392264 6150626.7500269385,-178985.88930009495 6150627.402172333,-178995.0620261363 6150631.214715622,-179001.38497321337 6150614.543212109))",way
telecom_exchange_point.49652154,49652154,,Orange,,,Orange,,,35326SDB,,,exchange,copper,,,,Direction general des finances publiques cadastre 2010,3,2019-02-03T21:41:03Z,POINT (-170929.14125188842 6162186.265942413),"SRID=3857;POLYGON((-170934.51788533706 6162197.184820049,-170934.0058156794 6162175.149298075,-170928.6402162232 6162175.26650815,-170923.82008227185 6162175.366973924,-170924.08724904974 6162190.403365363,-170924.16517269332 6162197.251797409,-170934.51788533706 6162197.184820049))",way
telecom_exchange_point.50276613,50276613,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,6,2023-10-09T19:09:53Z,POINT (271341.0046034764 5607641.290006062),"SRID=3857;POLYGON((271319.8298066266 5607680.982144934,271323.0135440633 5607655.187574883,271329.89308859437 5607599.480357395,271331.32911002554 5607599.65326301,271331.64080459985 5607597.153991223,271332.3421173918 5607597.248303355,271332.7094717114 5607594.308909088,271336.99527210696 5607594.827625652,271337.31809863023 5607592.218324442,271345.02140739316 5607593.177163956,271344.06405977235 5607600.973633292,271362.1312131281 5607603.205688252,271353.9380986057 5607669.585997349,271356.11996062525 5607669.853217195,271354.39450851793 5607683.795816691,271352.1458548039 5607683.51287759,271351.9900075168 5607684.786103604,271333.06569408195 5607682.459715467,271332.5870202716 5607686.279393603,271328.37914351956 5607685.760671787,271328.8355534318 5607682.082463394,271319.8298066266 5607680.982144934))",way
telecom_exchange_point.51048607,51048607,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,8,2024-07-11T06:35:40Z,POINT (859393.6310862252 6194226.142978177),"SRID=3857;POLYGON((859364.5278524366 6194183.766758892,859387.2258966094 6194177.699333474,859397.834644082 6194174.875713149,859413.6754076219 6194234.222358816,859414.1206855851 6194234.104707168,859423.081904594 6194267.63549231,859388.6173902443 6194276.845976716,859379.6895670827 6194243.415999674,859380.4131437729 6194243.214310922,859364.5278524366 6194183.766758892))",way
telecom_exchange_point.51348836,51348836,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,4,2020-02-13T20:37:33Z,POINT (818112.8031105881 6120222.7815134805),"SRID=3857;POLYGON((818091.7357098208 6120206.193690057,818130.1631980424 6120202.91120707,818132.5231712473 6120232.436936812,818130.9090386309 6120232.653548069,818131.2652610013 6120237.185723381,818133.8701370859 6120237.035761661,818134.5603179288 6120237.468984416,818135.1280473319 6120238.235455502,818135.27276267 6120239.2352005,818134.9388041975 6120239.918359651,818134.5491859798 6120240.651506115,818134.003720475 6120241.018079372,818094.9973709008 6120241.134716321,818091.7357098208 6120206.193690057))",way
telecom_exchange_point.51966719,51966719,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2008,5,2024-01-26T12:43:04Z,POINT (271405.66974321957 5609524.439526666),"SRID=3857;POLYGON((271386.14282729215 5609497.900552897,271401.5271809198 5609489.363512991,271428.499893539 5609537.944566003,271415.3530616763 5609545.239607532,271416.21022175543 5609546.811815528,271414.1396792267 5609547.959527541,271413.2491233003 5609546.355875183,271396.17271341267 5609555.820572633,271388.0463905848 5609541.183312162,271404.95582123625 5609531.781518268,271389.33769667795 5609503.654805341,271386.14282729215 5609497.900552897))",way
telecom_exchange_point.52481230,52481230,,Orange,35315SSE,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,6,2024-11-20T22:30:52Z,POINT (-175821.34334365287 6143303.719592195),"SRID=3857;POLYGON((-175824.76085198743 6143299.492629737,-175818.82752312816 6143298.907872419,-175817.9258352527 6143307.946554321,-175823.85916411201 6143308.531312258,-175824.76085198743 6143299.492629737))",way
telecom_exchange_point.52944335,52944335,,Orange,,,,,,73034BE4,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2010,5,2024-05-10T21:59:55Z,POINT (731767.0238706312 5735415.227421801),"SRID=3857;POLYGON((731756.9250135784 5735417.997636416,731771.8529572937 5735405.86406206,731773.422562114 5735407.825203708,731777.073841412 5735412.512812322,731762.2349532893 5735424.566674368,731758.8953685655 5735420.4371086825,731756.9250135784 5735417.997636416))",way
